165912,in 1880 this man received a 10000-pound advance for endymion then the most ever paid for a novel.,james_a._garfield:0.157353063781,benjamin_disraeli,0,benjamin_disraeli:5.32332377832,history
165912,in 1880 this man received a 10000-pound advance for endymion then the most ever paid for a novel. that book was written after he became earl of beaconsfield and followed vivian gray and lothair.,benjamin_disraeli:0.139117353222,benjamin_disraeli,1,benjamin_disraeli:8.41504514568,history
165912,in 1880 this man received a 10000-pound advance for endymion then the most ever paid for a novel. that book was written after he became earl of beaconsfield and followed vivian gray and lothair. elected to parliament in 1837 he brought down robert_peel over the corn_laws and was chancellor three times before becoming prime minister.,benjamin_disraeli:0.504966999019,benjamin_disraeli,2,benjamin_disraeli:7.76272027413,history
165912,in 1880 this man received a 10000-pound advance for endymion then the most ever paid for a novel. that book was written after he became earl of beaconsfield and followed vivian gray and lothair. elected to parliament in 1837 he brought down robert_peel over the corn_laws and was chancellor three times before becoming prime minister. name this conservative leader and enemy of william gladstone.,benjamin_disraeli:0.606883229456,benjamin_disraeli,3,benjamin_disraeli:7.6589213716,history
3956,after studying law at lincoln 's inn he worked diligently in the campaign of dadabhai naoroji who thus became the first indian to sit in the house of commons.,william_henry_harrison:0.10253067341,muhammad_ali_jinnah,0,muhammad_ali_jinnah:5.68954699318,history
3956,after studying law at lincoln 's inn he worked diligently in the campaign of dadabhai naoroji who thus became the first indian to sit in the house of commons. he led his side in signing the lucknow pact but would return to london in frustration between 1930 and 1935.,william_henry_harrison:0.0360263678274,muhammad_ali_jinnah,1,muhammad_ali_jinnah:6.91920312998,history
3956,after studying law at lincoln 's inn he worked diligently in the campaign of dadabhai naoroji who thus became the first indian to sit in the house of commons. he led his side in signing the lucknow pact but would return to london in frustration between 1930 and 1935. upon his return he spearheaded the attack on the congress party and became the preeminent force in the muslim league.,jawaharlal_nehru:0.0339485862745,muhammad_ali_jinnah,2,muhammad_ali_jinnah:6.60319267007,history
3956,after studying law at lincoln 's inn he worked diligently in the campaign of dadabhai naoroji who thus became the first indian to sit in the house of commons. he led his side in signing the lucknow pact but would return to london in frustration between 1930 and 1935. upon his return he spearheaded the attack on the congress party and became the preeminent force in the muslim league. identify this separatist the first governor-general of pakistan.,muhammad_ali_jinnah:0.0630508189849,muhammad_ali_jinnah,3,muhammad_ali_jinnah:7.02098290726,history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks.,henry_i_of_england:0.145803962254,jawaharlal_nehru,0,jawaharlal_nehru:5.84066488384,history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks. during world war ii the envoys lord wavell and stafford cripps failed to reconcile his party with the rival party founded by aga_khan_iii.,henry_i_of_england:0.0224379954671,jawaharlal_nehru,1,muhammad_ali_jinnah:6.32382971561,history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks. during world war ii the envoys lord wavell and stafford cripps failed to reconcile his party with the rival party founded by aga_khan_iii. in his most important post he put through the community development program and the 1951 five-year plan going against the conservative politics of his father motilal.,hideki_tojo:0.0143920339482,jawaharlal_nehru,2,jawaharlal_nehru:5.20749194434,history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks. during world war ii the envoys lord wavell and stafford cripps failed to reconcile his party with the rival party founded by aga_khan_iii. in his most important post he put through the community development program and the 1951 five-year plan going against the conservative politics of his father motilal. although under the influence of his minister menon he was a leader of the non-aligned_movement he called for western aid when china encroached upon the brahmaputra_river.,francisco_franco:0.0175062356277,jawaharlal_nehru,3,jawaharlal_nehru:5.40371385279,history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks. during world war ii the envoys lord wavell and stafford cripps failed to reconcile his party with the rival party founded by aga_khan_iii. in his most important post he put through the community development program and the 1951 five-year plan going against the conservative politics of his father motilal. although under the influence of his minister menon he was a leader of the non-aligned_movement he called for western aid when china encroached upon the brahmaputra_river. name this continuing leader of the congress party despite the protests of sardar patel and gandhi the grandfather of sanjay and father of indira_gandhi and first prime minister of independent india.,jawaharlal_nehru:0.0248515204152,jawaharlal_nehru,4,jawaharlal_nehru:7.07066106962,history
159067,also called the twelfth battle of the isonzo this engagement led to the collapse of the losing nation 's army and downfall of its government.,battle_of_caporetto:0.324992233108,battle_of_caporetto,0,battle_of_caporetto:3.93554324643,history
159067,also called the twelfth battle of the isonzo this engagement led to the collapse of the losing nation 's army and downfall of its government. in October 1917 nine austrian and six german divisions exploited a weakness in the front line northwest of trieste.,battle_of_caporetto:0.60371616303,battle_of_caporetto,1,battle_of_caporetto:5.02713965355,history
159067,also called the twelfth battle of the isonzo this engagement led to the collapse of the losing nation 's army and downfall of its government. in October 1917 nine austrian and six german divisions exploited a weakness in the front line northwest of trieste. name this world war i battle that resulted in the desertion or surrender of over 600000 italian soldiers.,battle_of_caporetto:0.344996863523,battle_of_caporetto,2,battle_of_caporetto:4.38351471638,history
143399,in 1165 he was canonized by the antipope paschal iii.,council_of_constance:0.12500344897,charlemagne,0,william_the_conqueror:2.34525632963,history
143399,in 1165 he was canonized by the antipope paschal iii. during his life he had along with his brother been anointed as king of the franks but he assumed the title all to himself upon the death of that brother carloman.,pepin_the_short:0.688605750563,charlemagne,1,charlemagne:7.55212923517,history
143399,in 1165 he was canonized by the antipope paschal iii. during his life he had along with his brother been anointed as king of the franks but he assumed the title all to himself upon the death of that brother carloman. name this ruler who in ad 800 was named emperor of the west.,pepin_the_short:0.302459273465,charlemagne,2,charlemagne:6.75070889414,history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him.,thomas_hart_benton_(politician):0.249765457822,thomas_hart_benton_(politician),0,eleanor_roosevelt:4.11908371198,history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him. he noted that the west must share in the destinies of the republic while serving as editor of the st. _ louis enquirer and ran on a platform of redistributing public lands to settlers.,claudius:0.0418869097373,thomas_hart_benton_(politician),1,eleanor_roosevelt:2.95034230263,history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him. he noted that the west must share in the destinies of the republic while serving as editor of the st. _ louis enquirer and ran on a platform of redistributing public lands to settlers. his distrust of wildcat banks led to his nickname of old bullion and his recanting of his previous pro-slavery stance cost him his seat in the senate in 1851.,thomas_hart_benton_(politician):0.160164363493,thomas_hart_benton_(politician),2,thomas_hart_benton_(politician):3.51656479896,history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him. he noted that the west must share in the destinies of the republic while serving as editor of the st. _ louis enquirer and ran on a platform of redistributing public lands to settlers. his distrust of wildcat banks led to his nickname of old bullion and his recanting of his previous pro-slavery stance cost him his seat in the senate in 1851. despite the fact that the candidate was his son-in-law he opposed republican nominee john c. fremont in 1856.,thomas_hart_benton_(politician):0.22801133408,thomas_hart_benton_(politician),3,thomas_hart_benton_(politician):3.19058233714,history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him. he noted that the west must share in the destinies of the republic while serving as editor of the st. _ louis enquirer and ran on a platform of redistributing public lands to settlers. his distrust of wildcat banks led to his nickname of old bullion and his recanting of his previous pro-slavery stance cost him his seat in the senate in 1851. despite the fact that the candidate was his son-in-law he opposed republican nominee john c. fremont in 1856. name this longtime missouri senator known for his support of andrew_jackson the namesake and ancestor of a famous american muralist.,thomas_hart_benton_(politician):0.244092842135,thomas_hart_benton_(politician),4,thomas_hart_benton_(politician):3.3226459801,history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result.,roger_b._taney:0.201571834618,roger_b._taney,0,william_howard_taft:2.80029870146,history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result. as a lawyer he defended the abolitionist jacob gruber and succeeded william wirt as attorney general of his state.,roger_b._taney:0.0542643123648,roger_b._taney,1,thaddeus_stevens:3.46903351471,history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result. as a lawyer he defended the abolitionist jacob gruber and succeeded william wirt as attorney general of his state. after replacing william duane he ordered the end of federal deposits into the second_bank_of_the_united_states as secretary of the treasury but jackson 's bid to replace gabriel duvall with this man was a failure.,roger_b._taney:0.101851489337,roger_b._taney,2,ulysses_s._grant:3.46683102016,history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result. as a lawyer he defended the abolitionist jacob gruber and succeeded william wirt as attorney general of his state. after replacing william duane he ordered the end of federal deposits into the second_bank_of_the_united_states as secretary of the treasury but jackson 's bid to replace gabriel duvall with this man was a failure. in his most famous role this man dealt with the power of state courts in ableman v. booth the sanctity of state contracts in the charles_river bridge case and with habeas_corpus in ex_parte_merryman.,roger_b._taney:0.224523162839,roger_b._taney,3,roger_b._taney:5.26729602534,history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result. as a lawyer he defended the abolitionist jacob gruber and succeeded william wirt as attorney general of his state. after replacing william duane he ordered the end of federal deposits into the second_bank_of_the_united_states as secretary of the treasury but jackson 's bid to replace gabriel duvall with this man was a failure. in his most famous role this man dealt with the power of state courts in ableman v. booth the sanctity of state contracts in the charles_river bridge case and with habeas_corpus in ex_parte_merryman. identify this fifth chief justice of the u.s. supreme court who presided over the dred_scott case.,roger_b._taney:0.26707398785,roger_b._taney,4,roger_b._taney:5.89032770912,history
163847,known for the sacrosancta decree concerning the conciliar theory it also condemned 45 of john_wycliffe 's propositions.,council_of_constance:0.0893362608193,council_of_constance,0,second_vatican_council:7.78271377596,history
163847,known for the sacrosancta decree concerning the conciliar theory it also condemned 45 of john_wycliffe 's propositions. convened under pressure from emperor sigismund it undid the confusion caused by the council_of_pisa five years earlier and elected a definitive pope in martin v. which ecumenical council saw jan_hus burned at the stake.,council_of_constance:0.657971450034,council_of_constance,1,council_of_constance:6.96094190246,history
165933,titian 's allegory of this event hangs in the prado while paolo_veronese showed it occurring as four saints pleaded for a holy league victory.,third_crusade:0.0396665937019,battle_of_lepanto,0,battle_of_lepanto:10.9792751356,history
165933,titian 's allegory of this event hangs in the prado while paolo_veronese showed it occurring as four saints pleaded for a holy league victory. though the victors halted the invasion of cyprus that island was ceded to the losers only two years later.,third_crusade:0.0692939891014,battle_of_lepanto,1,battle_of_lepanto:8.30510432235,history
165933,titian 's allegory of this event hangs in the prado while paolo_veronese showed it occurring as four saints pleaded for a holy league victory. though the victors halted the invasion of cyprus that island was ceded to the losers only two years later. a fleet in the gulf of patras commanded by ali pasha was decimated by don john of austria.,battle_of_lepanto:0.471821803743,battle_of_lepanto,2,battle_of_lepanto:9.79935469412,history
165933,titian 's allegory of this event hangs in the prado while paolo_veronese showed it occurring as four saints pleaded for a holy league victory. though the victors halted the invasion of cyprus that island was ceded to the losers only two years later. a fleet in the gulf of patras commanded by ali pasha was decimated by don john of austria. name this 1571 victory over the ottoman_empire.,battle_of_lepanto:0.579555554409,battle_of_lepanto,3,battle_of_lepanto:9.84127149254,history
108592,one story tells of how this persons brother predicted a solar_eclipse after he had talked to scientists coming to view it.,barry_goldwater:0.0693414368747,tecumseh,0,david_lloyd_george:3.49982438122,history
108592,one story tells of how this persons brother predicted a solar_eclipse after he had talked to scientists coming to view it. that same brother would later disregard his advice and lead their followers into a disastrous battle while he was trying to form allies among southern tribes two years after this 1811 defeat he himself would be killed by richard_mentor_johnson at the battle_of_the_thames.,tecumseh:0.0673841346827,tecumseh,1,tecumseh:3.16302498282,history
108592,one story tells of how this persons brother predicted a solar_eclipse after he had talked to scientists coming to view it. that same brother would later disregard his advice and lead their followers into a disastrous battle while he was trying to form allies among southern tribes two years after this 1811 defeat he himself would be killed by richard_mentor_johnson at the battle_of_the_thames. often wrongly attributed with getting whooped at tippecanoe identify this shawnee chief who with his brother the prophet headed the last major native american resistance in the indiana territory.,tecumseh:0.190690211139,tecumseh,2,tecumseh:4.86151140808,history
2101,one concurring justice in this case draws on rochin v. united states and his previous dissent in adamson v. california while the majority opinion often cites the cases of boyd v. united states and weeks v. united states as historical precedents on the central constitutional issue.,mapp_v._ohio:0.663002559712,mapp_v._ohio,0,charles_evans_hughes:5.03163689658,history
2101,one concurring justice in this case draws on rochin v. united states and his previous dissent in adamson v. california while the majority opinion often cites the cases of boyd v. united states and weeks v. united states as historical precedents on the central constitutional issue. dissenters included justices whittaker and frankfurter who joined with harlan in lambasting the court for forgetting its sense of judicial restraint in overruling wolf v. colorado.,mapp_v._ohio:0.488179443897,mapp_v._ohio,1,charles_evans_hughes:5.58286056331,history
2101,one concurring justice in this case draws on rochin v. united states and his previous dissent in adamson v. california while the majority opinion often cites the cases of boyd v. united states and weeks v. united states as historical precedents on the central constitutional issue. dissenters included justices whittaker and frankfurter who joined with harlan in lambasting the court for forgetting its sense of judicial restraint in overruling wolf v. colorado. the wake of this decision produced a doctrine known as the fruit of the poisonous tree.,mapp_v._ohio:0.525142314516,mapp_v._ohio,2,charles_evans_hughes:5.44680930225,history
2101,one concurring justice in this case draws on rochin v. united states and his previous dissent in adamson v. california while the majority opinion often cites the cases of boyd v. united states and weeks v. united states as historical precedents on the central constitutional issue. dissenters included justices whittaker and frankfurter who joined with harlan in lambasting the court for forgetting its sense of judicial restraint in overruling wolf v. colorado. the wake of this decision produced a doctrine known as the fruit of the poisonous tree. name this 1961 supreme court decision in which seizure of lascivious material in a cleveland woman 's apartment was deemed unconstitutional.,mapp_v._ohio:0.37694338333,mapp_v._ohio,3,charles_evans_hughes:4.84424496347,history
2104,its cause was advanced when a vote was taken the day after several of its members marched in edward eslick 's funeral procession.,boston_massacre:0.0335673169031,bonus_army,0,wars_of_the_roses:3.02972338682,history
2104,its cause was advanced when a vote was taken the day after several of its members marched in edward eslick 's funeral procession. it was supported by such notables as evelyn mclean and general glassford who provided food and money and a second group of this name was met by louis howe one year after the first group of this name made its appearance.,bonus_army:0.0225854932494,bonus_army,1,nelson_mandela:2.47097464969,history
2104,its cause was advanced when a vote was taken the day after several of its members marched in edward eslick 's funeral procession. it was supported by such notables as evelyn mclean and general glassford who provided food and money and a second group of this name was met by louis howe one year after the first group of this name made its appearance. led by walter waters this group was incited by word of a congressional vote on a bill proposed by wright patman which eventually passed in 1936 over roosevelt 's veto and they camped out on anacostia flats until driven out with artillery and tear gas by douglas_macarthur.,bonus_army:0.337220045133,bonus_army,2,bonus_army:6.10971819003,history
2104,its cause was advanced when a vote was taken the day after several of its members marched in edward eslick 's funeral procession. it was supported by such notables as evelyn mclean and general glassford who provided food and money and a second group of this name was met by louis howe one year after the first group of this name made its appearance. led by walter waters this group was incited by word of a congressional vote on a bill proposed by wright patman which eventually passed in 1936 over roosevelt 's veto and they camped out on anacostia flats until driven out with artillery and tear gas by douglas_macarthur. name this group of impoverished veterans who proved problematic for president hoover when they traveled to washington to demand payment of their compensation certificates.,bonus_army:0.452681721504,bonus_army,3,bonus_army:6.8851254767,history
143420,roger taney was appointed attorney general to lead the legal battle against it.,salmon_p._chase:0.409593014964,second_bank_of_the_united_states,0,roger_b._taney:5.43618000332,history
143420,roger taney was appointed attorney general to lead the legal battle against it. however its president nicholas biddle retaliated by allying with daniel_webster and henry_clay though he could not extend its life.,second_bank_of_the_united_states:0.41549237995,second_bank_of_the_united_states,1,roger_b._taney:4.65630721428,history
143420,roger taney was appointed attorney general to lead the legal battle against it. however its president nicholas biddle retaliated by allying with daniel_webster and henry_clay though he could not extend its life. the end of its charter was a primary cause of the panic_of_1837 the next year.,second_bank_of_the_united_states:0.137435160438,second_bank_of_the_united_states,2,roger_b._taney:4.25986938855,history
143420,roger taney was appointed attorney general to lead the legal battle against it. however its president nicholas biddle retaliated by allying with daniel_webster and henry_clay though he could not extend its life. the end of its charter was a primary cause of the panic_of_1837 the next year. name this second-of-its-kind national financial institution a political bogeyman of andrew_jackson.,second_bank_of_the_united_states:0.269613681598,second_bank_of_the_united_states,3,second_bank_of_the_united_states:4.15940598798,history
2110,in his inaugural address this man noted that the great scheme of our constitutional liberty rests upon a proper distribution of power between the state and federal authorities.,maine:0.0373979525375,franklin_pierce,0,john_tyler:4.11076224249,history
2110,in his inaugural address this man noted that the great scheme of our constitutional liberty rests upon a proper distribution of power between the state and federal authorities. he made caleb_cushing his attorney general and appointed only one supreme court justice john campbell.,william_howard_taft:0.062960096103,franklin_pierce,1,john_tyler:4.26180135241,history
2110,in his inaugural address this man noted that the great scheme of our constitutional liberty rests upon a proper distribution of power between the state and federal authorities. he made caleb_cushing his attorney general and appointed only one supreme court justice john campbell. his administration 's foreign policy mistakes included recognizing william walker 's filibuster government in nicaragua as well as having his secretary_of_state william marcy wind up on the receiving end of the ostend_manifesto.,franklin_pierce:0.0436305719295,franklin_pierce,2,john_tyler:3.60475544028,history
2110,in his inaugural address this man noted that the great scheme of our constitutional liberty rests upon a proper distribution of power between the state and federal authorities. he made caleb_cushing his attorney general and appointed only one supreme court justice john campbell. his administration 's foreign policy mistakes included recognizing william walker 's filibuster government in nicaragua as well as having his secretary_of_state william marcy wind up on the receiving end of the ostend_manifesto. this man 's nomination was the result of deadlock between lewis_cass stephen douglas and james_buchanan and his cabinet included jefferson_davis as secretary of war.,franklin_pierce:0.100507598239,franklin_pierce,3,franklin_pierce:3.93493558374,history
2110,in his inaugural address this man noted that the great scheme of our constitutional liberty rests upon a proper distribution of power between the state and federal authorities. he made caleb_cushing his attorney general and appointed only one supreme court justice john campbell. his administration 's foreign policy mistakes included recognizing william walker 's filibuster government in nicaragua as well as having his secretary_of_state william marcy wind up on the receiving end of the ostend_manifesto. this man 's nomination was the result of deadlock between lewis_cass stephen douglas and james_buchanan and his cabinet included jefferson_davis as secretary of war. identify this man nicknamed young hickory for his ardent jacksonianism a democrat who was elected president in 1852.,franklin_pierce:0.0955270900384,franklin_pierce,4,franklin_pierce:3.79242807598,history
165954,this campaign chronicled by roger of hoveden was proclaimed after the battle of hattin by gregory viii.,third_crusade:0.283098142769,third_crusade,0,third_crusade:7.41678132277,history
165954,this campaign chronicled by roger of hoveden was proclaimed after the battle of hattin by gregory viii. the invaders won victories at the battle of arsuf and at the siege of acre and pillaged cyprus.,third_crusade:0.768209239481,third_crusade,1,third_crusade:9.74608314794,history
165954,this campaign chronicled by roger of hoveden was proclaimed after the battle of hattin by gregory viii. the invaders won victories at the battle of arsuf and at the siege of acre and pillaged cyprus. name this late 12th-century crusade that failed to wrest the holy land from saladin led by philip ii of france frederick barbarossa and richard the lionheart.,third_crusade:0.85189424011,third_crusade,2,third_crusade:11.3710344692,history
102468,in ad 439 belisarius entered this city unopposed after he defeated a nearby force led by gelimer who was around as it had earlier been pillaged by geiseric.,carthage:0.748340402288,carthage,0,vandals:7.94932820271,history
102468,in ad 439 belisarius entered this city unopposed after he defeated a nearby force led by gelimer who was around as it had earlier been pillaged by geiseric. st. cyprian and tertullian both contributed to christianity in this city and it was influenced heavily by the pelagian heresy.,carthage:0.33635245646,carthage,1,vandals:5.53940071986,history
102468,in ad 439 belisarius entered this city unopposed after he defeated a nearby force led by gelimer who was around as it had earlier been pillaged by geiseric. st. cyprian and tertullian both contributed to christianity in this city and it was influenced heavily by the pelagian heresy. a citadel known as the byrsa lies on a hill at the southern part of this city.,carthage:0.40480330117,carthage,2,vandals:5.55884658875,history
102468,in ad 439 belisarius entered this city unopposed after he defeated a nearby force led by gelimer who was around as it had earlier been pillaged by geiseric. st. cyprian and tertullian both contributed to christianity in this city and it was influenced heavily by the pelagian heresy. a citadel known as the byrsa lies on a hill at the southern part of this city. it concluded treaties with its greatest enemy in 508 and 348 bce and its navy assisted this enemy in a war named for a molossian king.,carthage:0.147018845336,carthage,3,vandals:4.28632853316,history
102468,in ad 439 belisarius entered this city unopposed after he defeated a nearby force led by gelimer who was around as it had earlier been pillaged by geiseric. st. cyprian and tertullian both contributed to christianity in this city and it was influenced heavily by the pelagian heresy. a citadel known as the byrsa lies on a hill at the southern part of this city. it concluded treaties with its greatest enemy in 508 and 348 bce and its navy assisted this enemy in a war named for a molossian king. name this north african city home to hamilcar hasdrubal and hannibal founded by the phoenicians and the perpetual enemy of rome.,carthage:0.282040686321,carthage,4,carthage:4.82325552356,history
106566,moderator note poincare resigning as mayor and deputy after failing to mediate between the national assembly and the paris_commune he engineered the downfall of the cabinet of jules ferry and also had a hand in the resignation of maurice rouvier.,john_c._calhoun:0.0506454586533,georges_clemenceau,0,georges_clemenceau:6.27996075408,history
106566,moderator note poincare resigning as mayor and deputy after failing to mediate between the national assembly and the paris_commune he engineered the downfall of the cabinet of jules ferry and also had a hand in the resignation of maurice rouvier. imprisoned on account of an advertisement published in le travail he was arrested but began a new paper le matin upon his release.,clarence_darrow:0.0216855703664,georges_clemenceau,1,georges_clemenceau:5.98514598222,history
106566,moderator note poincare resigning as mayor and deputy after failing to mediate between the national assembly and the paris_commune he engineered the downfall of the cabinet of jules ferry and also had a hand in the resignation of maurice rouvier. imprisoned on account of an advertisement published in le travail he was arrested but began a new paper le matin upon his release. he was called upon by raymond poincare to form a government and after convincing the allies he appointed ferdinand_foch as the sole commander.,georges_clemenceau:0.0216263996991,georges_clemenceau,2,georges_clemenceau:6.80541777857,history
